code_parametre;code_cas;libelle;famille;unite;seuil_2016;seuil_2026;date_applicabilite_2026;seuil_conditionnel;condition_seuil;statut_2026;seuil_futur;date_applicabilite_futur;seuil_strict;base_seuil_strict;pe_reglementaire;pe_scientifique;sources;fiabilite;est_agregat;cancerogenicite_circ
1091;32598-13-3;PCB 77;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1089;57465-28-8;PCB 126;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
2032;;PCB 156;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1884;38380-07-3;PCB 128;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1090;32774-16-6;PCB 169;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
2943;74472-39-2;PCB 125;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
5436;52663-72-6;PCB 167;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
5432;70362-50-4;PCB 81;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
5434;65510-44-3;PCB 123;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
5433;74472-37-0;PCB 114;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
5435;69782-90-7;PCB 157;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
5437;39635-31-9;PCB 189;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
5803;32598-10-0;PCB 66;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1032;;Polychlorobiphéniles(PCB);organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
5301;38444-84-7;PCB 20;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine, et ABSENT DU PROGRAMME D ANALYSES. Six recherches distinctes sur quatre textes, aucune occurrence. La mesure n est expliquee ni par une valeur ni par une obligation de controle;;;;;;;REG-01|REG-03|REG-10;verifie;non;
1847;126-73-8;Phosphate de tributyle;organique;µg/L;;;;;;aucune valeur individuelle trouvee. A REPRENDRE contre la definition du pesticide de REG-05 - si la substance y entre, elle tombe sous la limite de 0,1 ug/L par substance;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2542;78763-54-9;Monobutylétain cation;organique;µg/L;;;;;;aucune valeur individuelle trouvee. A REPRENDRE contre la definition du pesticide de REG-05 - si la substance y entre, elle tombe sous la limite de 0,1 ug/L par substance;;;;;;;REG-01|REG-03|REG-06;verifie;non;
5484;625-52-5;Ethyluree;organique;µg/L;;;;;;aucune valeur individuelle trouvee. A REPRENDRE contre la definition du pesticide de REG-05 - si la substance y entre, elle tombe sous la limite de 0,1 ug/L par substance;;;;;;;REG-01|REG-03|REG-06;verifie;non;
7583;124441-49-2;N-(2-Chloro-6-methylphenyl)-N'-(4-pyridinyl)urea;organique;µg/L;;;;;;aucune valeur individuelle trouvee. A REPRENDRE contre la definition du pesticide de REG-05 - si la substance y entre, elle tombe sous la limite de 0,1 ug/L par substance;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2737;23576-24-1;Desmethylnorflurazon;organique;µg/L;;;;;;aucune valeur individuelle trouvee. A REPRENDRE contre la definition du pesticide de REG-05 - si la substance y entre, elle tombe sous la limite de 0,1 ug/L par substance;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2912;;2,2',4,4',5,5'- hexabromodiphényle;organique;µg/L;;;;;;aucune valeur individuelle trouvee. A REPRENDRE contre la definition du pesticide de REG-05 - si la substance y entre, elle tombe sous la limite de 0,1 ug/L par substance;;;;;;;REG-01|REG-03|REG-06;verifie;non;
7543;95-14-7;benzotriazole;organique;µg/L;;;;;;aucune valeur individuelle trouvee. A REPRENDRE contre la definition du pesticide de REG-05 - si la substance y entre, elle tombe sous la limite de 0,1 ug/L par substance;;;;;;;REG-01|REG-03|REG-06;verifie;non;
7515;102-07-8;Diphenylurée;organique;µg/L;;;;;;aucune valeur individuelle trouvee. A REPRENDRE contre la definition du pesticide de REG-05 - si la substance y entre, elle tombe sous la limite de 0,1 ug/L par substance;;;;;;;REG-01|REG-03|REG-06;verifie;non;
5979;2706-90-3;Acide perfluoropentanoïque (PFPEA);PFAS;µg/L;;;;;;dans somme - entre dans la Somme de 20 substances perfluoroalkylees, qui porte la limite de 0,10 ug/L. La directive nomme 20 substances en annexe III partie B point 3. Aucune valeur individuelle;;;;;;;REG-01|REG-03;verifie;non;
5980;375-22-4;Acide perfluorobutanoïque (PFBA);PFAS;µg/L;;;;;;dans somme - entre dans la Somme de 20 substances perfluoroalkylees, qui porte la limite de 0,10 ug/L. La directive nomme 20 substances en annexe III partie B point 3. Aucune valeur individuelle;;;;;;;REG-01|REG-03;verifie;non;
5978;307-24-4;Acide perfluorohexanoïque (PFHXA);PFAS;µg/L;;;;;;dans somme - entre dans la Somme de 20 substances perfluoroalkylees, qui porte la limite de 0,10 ug/L. La directive nomme 20 substances en annexe III partie B point 3. Aucune valeur individuelle;;;;;;;REG-01|REG-03;verifie;non;
5977;375-85-9;Acide perfluoroheptanoïque (PFHPA);PFAS;µg/L;;;;;;dans somme - entre dans la Somme de 20 substances perfluoroalkylees, qui porte la limite de 0,10 ug/L. La directive nomme 20 substances en annexe III partie B point 3. Aucune valeur individuelle;;;;;;;REG-01|REG-03;verifie;non;
6025;375-73-5;Acide sulfonique de perfluorobutane (PFBS);PFAS;µg/L;;;;;;dans somme - entre dans la Somme de 20 substances perfluoroalkylees, qui porte la limite de 0,10 ug/L. La directive nomme 20 substances en annexe III partie B point 3. Aucune valeur individuelle;;;;;;;REG-01|REG-03;verifie;non;
8738;2706-91-4;Acide perfluoropentane sulfonique (PFPS);PFAS;µg/L;;;;;;dans somme - entre dans la Somme de 20 substances perfluoroalkylees, qui porte la limite de 0,10 ug/L. La directive nomme 20 substances en annexe III partie B point 3. Aucune valeur individuelle;;;;;;;REG-01|REG-03;verifie;non;
6510;2058-94-8;Acide perfluoro undecanoïque (PFUnA);PFAS;µg/L;;;;;;dans somme - entre dans la Somme de 20 substances perfluoroalkylees, qui porte la limite de 0,10 ug/L. La directive nomme 20 substances en annexe III partie B point 3. Aucune valeur individuelle;;;;;;;REG-01|REG-03;verifie;non;
6549;72629-94-8;Acide perfluoro tridecanoique (PFTrDA);PFAS;µg/L;;;;;;dans somme - entre dans la Somme de 20 substances perfluoroalkylees, qui porte la limite de 0,10 ug/L. La directive nomme 20 substances en annexe III partie B point 3. Aucune valeur individuelle;;;;;;;REG-01|REG-03;verifie;non;
6509;335-76-2;Acide perfluoro-decanoïque (PFDA);PFAS;µg/L;;;;;;dans somme - entre dans la Somme de 20 substances perfluoroalkylees, qui porte la limite de 0,10 ug/L. La directive nomme 20 substances en annexe III partie B point 3. Aucune valeur individuelle;;;;;;;REG-01|REG-03;verifie;non;
8741;79780-39-5;Acide perfluorododécane sulfonique (PFDoDS);PFAS;µg/L;;;;;;dans somme - entre dans la Somme de 20 substances perfluoroalkylees, qui porte la limite de 0,10 ug/L. La directive nomme 20 substances en annexe III partie B point 3. Aucune valeur individuelle;;;;;;;REG-01|REG-03;verifie;non;
8742;791563-89-8;Acide perfluoro tridecane sulfonique (PFTrDS);PFAS;µg/L;;;;;;dans somme - entre dans la Somme de 20 substances perfluoroalkylees, qui porte la limite de 0,10 ug/L. La directive nomme 20 substances en annexe III partie B point 3. Aucune valeur individuelle;;;;;;;REG-01|REG-03;verifie;non;
6507;307-55-1;Acide perfluorododécanoique (PFDoDA);PFAS;µg/L;;;;;;dans somme - entre dans la Somme de 20 substances perfluoroalkylees, qui porte la limite de 0,10 ug/L. La directive nomme 20 substances en annexe III partie B point 3. Aucune valeur individuelle;;;;;;;REG-01|REG-03;verifie;non;
6542;375-92-8;Acide perfluoroheptane sulfonique (PFHpS);PFAS;µg/L;;;;;;dans somme - entre dans la Somme de 20 substances perfluoroalkylees, qui porte la limite de 0,10 ug/L. La directive nomme 20 substances en annexe III partie B point 3. Aucune valeur individuelle;;;;;;;REG-01|REG-03;verifie;non;
6550;335-77-3;Acide perfluorodecane sulfonique (PFDS);PFAS;µg/L;;;;;;dans somme - entre dans la Somme de 20 substances perfluoroalkylees, qui porte la limite de 0,10 ug/L. La directive nomme 20 substances en annexe III partie B point 3. Aucune valeur individuelle;;;;;;;REG-01|REG-03;verifie;non;
8739;68259-12-1;Acide perfluorononane sulfonique (PFNS);PFAS;µg/L;;;;;;dans somme - entre dans la Somme de 20 substances perfluoroalkylees, qui porte la limite de 0,10 ug/L. La directive nomme 20 substances en annexe III partie B point 3. Aucune valeur individuelle;;;;;;;REG-01|REG-03;verifie;non;
8740;749786-16-1;Acide perfluoro undecane sulfonique (PFUnDS);PFAS;µg/L;;;;;;dans somme - entre dans la Somme de 20 substances perfluoroalkylees, qui porte la limite de 0,10 ug/L. La directive nomme 20 substances en annexe III partie B point 3. Aucune valeur individuelle;;;;;;;REG-01|REG-03;verifie;non;
1958;84852-15-3;4-nonylphenol ramifié;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Le nonylphenol porte une valeur de VIGILANCE, distincte;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1957;25154-52-3;Nonylphénol;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Le nonylphenol porte une valeur de VIGILANCE, distincte;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1486;120-83-2;Dichlorophénol-2,4;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Le nonylphenol porte une valeur de VIGILANCE, distincte;;;;;;;REG-01|REG-03|REG-06;verifie;non;
3336;;Somme du 2,4-Dichlorophenol et du 2,5-Dichlorophenol;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Le nonylphenol porte une valeur de VIGILANCE, distincte;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1650;106-48-9;Chlorophénol-4;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Le nonylphenol porte une valeur de VIGILANCE, distincte;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1649;583-78-8;2,5-Dichlorophénol;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Le nonylphenol porte une valeur de VIGILANCE, distincte;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1651;108-43-0;3-Chlorophénol ;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Le nonylphenol porte une valeur de VIGILANCE, distincte;;;;;;;REG-01|REG-03|REG-06;verifie;non;
5474;104-40-5;4-n-nonylphenol;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Le nonylphenol porte une valeur de VIGILANCE, distincte;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1440;;Phénols (indice phénol C6H5OH) mg/L;organique;mg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Le nonylphenol porte une valeur de VIGILANCE, distincte;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1639;108-39-4;Méthylphénol-3;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Le nonylphenol porte une valeur de VIGILANCE, distincte;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1640;95-48-7;Méthylphénol-2;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Le nonylphenol porte une valeur de VIGILANCE, distincte;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1641;105-67-9;Diméthylphénol-2,4;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Le nonylphenol porte une valeur de VIGILANCE, distincte;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1549;88-06-2;Trichlorophénol-2,4,6;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Le nonylphenol porte une valeur de VIGILANCE, distincte;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1471;95-57-8;Chlorophénol-2;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Le nonylphenol porte une valeur de VIGILANCE, distincte;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2610;7440-09-7;4tertbutylphenol;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Le nonylphenol porte une valeur de VIGILANCE, distincte;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1645;576-24-9;Dichlorophénol-2,3;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Le nonylphenol porte une valeur de VIGILANCE, distincte;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2949;;Phénols qual. (0=r.a.s., sinon=1);organique;SANS OBJET;;;;;;aucune valeur en eau destinee a la consommation humaine. Le nonylphenol porte une valeur de VIGILANCE, distincte;;;;;;;REG-01|REG-03|REG-06;verifie;non;
6616;117-81-7;DEHP (2-ethylhexyl phtalate);organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Statut de perturbateur endocrinien a distinguer du statut reglementaire;;;;;;;REG-01|REG-03|REG-06;verifie;non;
6617;4376-20-9;Ethyl hexyl phtalate;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Statut de perturbateur endocrinien a distinguer du statut reglementaire;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1924;85-68-7;Butyl benzyl phtalate;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Statut de perturbateur endocrinien a distinguer du statut reglementaire;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1527;84-66-2;Diéthylphtalate;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Statut de perturbateur endocrinien a distinguer du statut reglementaire;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1489;131-11-3;Diméthylphtalate;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Statut de perturbateur endocrinien a distinguer du statut reglementaire;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2541;131-16-8;Dipropyl phtalate;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Statut de perturbateur endocrinien a distinguer du statut reglementaire;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1462;84-74-2;DBP (Dibutyl phthalate);organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Statut de perturbateur endocrinien a distinguer du statut reglementaire;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2540;131-18-0;Dipentyl phtalate;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Statut de perturbateur endocrinien a distinguer du statut reglementaire;;;;;;;REG-01|REG-03|REG-06;verifie;non;
3342;117-84-0;Di-n-octyl phthalate;organique;µg/L;;;;;;aucune valeur en eau destinee a la consommation humaine. Statut de perturbateur endocrinien a distinguer du statut reglementaire;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1036;;Activité bêta attribuable au K40;radiologique;Bq/L;;;;;;valeur guide - seuil de DECLENCHEMENT d investigation, pas de conformite. Alpha globale 0,10 Bq/L et beta globale residuelle 1,0 Bq/L declenchent l analyse des radionucleides specifiques. Trois sources concordantes. Aucune non-conformite ne s y fonde;;;;;;;RAD-01|RAD-02|REG-03;verifie;non;
1035;;Activité béta globale en Bq/L;radiologique;Bq/L;;;;;;valeur guide - seuil de DECLENCHEMENT d investigation, pas de conformite. Alpha globale 0,10 Bq/L et beta globale residuelle 1,0 Bq/L declenchent l analyse des radionucleides specifiques. Trois sources concordantes. Aucune non-conformite ne s y fonde;;;;;;;RAD-01|RAD-02|REG-03;verifie;non;
1034;;Activité alpha globale en Bq/L;radiologique;Bq/L;;;;;;valeur guide - seuil de DECLENCHEMENT d investigation, pas de conformite. Alpha globale 0,10 Bq/L et beta globale residuelle 1,0 Bq/L declenchent l analyse des radionucleides specifiques. Trois sources concordantes. Aucune non-conformite ne s y fonde;;;;;;;RAD-01|RAD-02|REG-03;verifie;non;
2955;;Activité béta glob. résiduelle Bq/L;radiologique;Bq/L;;;;;;valeur guide - seuil de DECLENCHEMENT d investigation, pas de conformite. Alpha globale 0,10 Bq/L et beta globale residuelle 1,0 Bq/L declenchent l analyse des radionucleides specifiques. Trois sources concordantes. Aucune non-conformite ne s y fonde;;;;;;;RAD-01|RAD-02|REG-03;verifie;non;
2549;;Activité Uranium 234;radiologique;Bq/L;;;;;;dans somme - concentration derivee entrant au calcul de la dose indicative (RAD-02 tableau 1). Ce N EST PAS une limite individuelle. Le verdict se rend sur la dose indicative, jamais sur un radionucleide isole;;;;;;;RAD-01|RAD-02;verifie;non;
2899;;Activité Uranium 238;radiologique;Bq/L;;;;;;dans somme - concentration derivee entrant au calcul de la dose indicative (RAD-02 tableau 1). Ce N EST PAS une limite individuelle. Le verdict se rend sur la dose indicative, jamais sur un radionucleide isole;;;;;;;RAD-01|RAD-02;verifie;non;
1964;;Activité Radium 226;radiologique;Bq/L;;;;;;dans somme - concentration derivee entrant au calcul de la dose indicative (RAD-02 tableau 1). Ce N EST PAS une limite individuelle. Le verdict se rend sur la dose indicative, jamais sur un radionucleide isole;;;;;;;RAD-01|RAD-02;verifie;non;
1963;;Activité Radium 228;radiologique;Bq/L;;;;;;dans somme - concentration derivee entrant au calcul de la dose indicative (RAD-02 tableau 1). Ce N EST PAS une limite individuelle. Le verdict se rend sur la dose indicative, jamais sur un radionucleide isole;;;;;;;RAD-01|RAD-02;verifie;non;
1998;;Activité Plomb 210;radiologique;Bq/L;;;;;;dans somme - concentration derivee entrant au calcul de la dose indicative (RAD-02 tableau 1). Ce N EST PAS une limite individuelle. Le verdict se rend sur la dose indicative, jamais sur un radionucleide isole;;;;;;;RAD-01|RAD-02;verifie;non;
2550;;Activité Polonium 210;radiologique;Bq/L;;;;;;dans somme - concentration derivee entrant au calcul de la dose indicative (RAD-02 tableau 1). Ce N EST PAS une limite individuelle. Le verdict se rend sur la dose indicative, jamais sur un radionucleide isole;;;;;;;RAD-01|RAD-02;verifie;non;
2553;;Activité Iode 131;radiologique;Bq/L;;;;;;dans somme - concentration derivee entrant au calcul de la dose indicative (RAD-02 tableau 1). Ce N EST PAS une limite individuelle. Le verdict se rend sur la dose indicative, jamais sur un radionucleide isole;;;;;;;RAD-01|RAD-02;verifie;non;
2952;;Activité Plutonium 239 & 240;radiologique;Bq/L;;;;;;dans somme - concentration derivee entrant au calcul de la dose indicative (RAD-02 tableau 1). Ce N EST PAS une limite individuelle. Le verdict se rend sur la dose indicative, jamais sur un radionucleide isole;;;;;;;RAD-01|RAD-02;verifie;non;
1962;;Activité Césium 134;radiologique;Bq/L;;;;;;dans somme - concentration derivee entrant au calcul de la dose indicative (RAD-02 tableau 1). Ce N EST PAS une limite individuelle. Le verdict se rend sur la dose indicative, jamais sur un radionucleide isole;;;;;;;RAD-01|RAD-02;verifie;non;
2556;;Activité Carbone 14;radiologique;Bq/L;;;;;;dans somme - concentration derivee entrant au calcul de la dose indicative (RAD-02 tableau 1). Ce N EST PAS une limite individuelle. Le verdict se rend sur la dose indicative, jamais sur un radionucleide isole;;;;;;;RAD-01|RAD-02;verifie;non;
1031;;Activité Césium 137;radiologique;Bq/L;;;;;;dans somme - concentration derivee entrant au calcul de la dose indicative (RAD-02 tableau 1). Ce N EST PAS une limite individuelle. Le verdict se rend sur la dose indicative, jamais sur un radionucleide isole;;;;;;;RAD-01|RAD-02;verifie;non;
2551;;Activité Plutonium 238;radiologique;Bq/L;;;;;;dans somme - concentration derivee entrant au calcul de la dose indicative (RAD-02 tableau 1). Ce N EST PAS une limite individuelle. Le verdict se rend sur la dose indicative, jamais sur un radionucleide isole;;;;;;;RAD-01|RAD-02;verifie;non;
2557;;Activité Américium 241;radiologique;Bq/L;;;;;;dans somme - concentration derivee entrant au calcul de la dose indicative (RAD-02 tableau 1). Ce N EST PAS une limite individuelle. Le verdict se rend sur la dose indicative, jamais sur un radionucleide isole;;;;;;;RAD-01|RAD-02;verifie;non;
2554;;Activité Cobalt  60;radiologique;Bq/L;;;;;;dans somme - concentration derivee entrant au calcul de la dose indicative (RAD-02 tableau 1). Ce N EST PAS une limite individuelle. Le verdict se rend sur la dose indicative, jamais sur un radionucleide isole;;;;;;;RAD-01|RAD-02;verifie;non;
1030;;Activité Strontium 90;radiologique;Bq/L;;;;;;dans somme - concentration derivee entrant au calcul de la dose indicative (RAD-02 tableau 1). Ce N EST PAS une limite individuelle. Le verdict se rend sur la dose indicative, jamais sur un radionucleide isole;;;;;;;RAD-01|RAD-02;verifie;non;
2953;;Activité Plutonium 238, 239 et 240;radiologique;Bq/L;;;;;;dans somme - concentration derivee entrant au calcul de la dose indicative (RAD-02 tableau 1). Ce N EST PAS une limite individuelle. Le verdict se rend sur la dose indicative, jamais sur un radionucleide isole;;;;;;;RAD-01|RAD-02;verifie;non;
5518;15584-04-0;Arseniates;metal;µg/L;;;;;;NON INSTRUIT - forme chimique d un metal deja au referentiel. La question est le PERIMETRE (entre-t-elle dans le total ?), pas la valeur. Trancher AVANT tout appariement par code;;;;;;;;a_verifier;non;
;;Total microcystines;cyanotoxine;µg/L;1.0;1.0;;;;limite - ensemble des variants intra et extracellulaires, uniquement pour les eaux d origine superficielle. Present des le JO du 06/02/2007, redaction actuelle de l arrete du 30/12/2022 en vigueur au 01/01/2023. La valeur n a jamais bouge. La directive nomme la microcystine-LR a 1,0 ug/L (art. 25, applicable au 12/01/2026) - le droit francais retient l agregat;;;1.0;Limite francaise et valeur de la directive (UE) 2020-2184 annexe I partie B, identiques a 1,0 ug/L;non;a_documenter;REG-01|REG-03;verifie;oui;
